iter	Logloss
0	0.5934564011
1	0.4870042522
2	0.4191390232
3	0.3674368938
4	0.3501418673
5	0.3175245271
6	0.2901453181
7	0.2680352332
8	0.2478324542
9	0.2335537164
10	0.2179288816
11	0.2079076713
12	0.2010482464
13	0.1957454212
14	0.1902099636
15	0.1867002205
16	0.1814190927
17	0.1742112605
18	0.1721101236
19	0.1663094946
20	0.1601932794
21	0.1574555049
22	0.1548893845
23	0.15152088
24	0.1484338315
25	0.1463616516
26	0.1435534408
27	0.1414782519
28	0.1399362347
29	0.1369649611
30	0.1366310253
31	0.133443436
32	0.1321383531
33	0.1295649605
34	0.1279184974
35	0.1254162297
36	0.1239957908
37	0.1239937521
38	0.1229616005
39	0.1222693707
40	0.1190550308
41	0.1179973769
42	0.1158692934
43	0.1135754988
44	0.1111862605
45	0.1103312997
46	0.1090332122
47	0.1076424764
48	0.1059033732
49	0.1036370822
50	0.1027248842
51	0.1017903149
52	0.1006624571
53	0.0997107353
54	0.09858799123
55	0.09772533355
56	0.09771332766
57	0.09679153536
58	0.09562761708
59	0.09562673243
60	0.09445324056
61	0.09444305102
62	0.09319127602
63	0.09273193083
64	0.09169364014
65	0.09032353102
66	0.08875540125
67	0.08744473046
68	0.08633913811
69	0.08547185101
70	0.08401303117
71	0.08256099489
72	0.08152874429
73	0.08038172
74	0.07946249846
75	0.07894608733
76	0.07751363552
77	0.07690749981
78	0.07531311084
79	0.07482746633
80	0.07380567881
81	0.07256330157
82	0.07187379249
83	0.07123711375
84	0.07092441742
85	0.07008071344
86	0.06917135112
87	0.06847612105
88	0.06802042118
89	0.06707788609
90	0.06704787124
91	0.06678870239
92	0.06651542366
93	0.06635834951
94	0.06587793168
95	0.06548950765
96	0.06532883621
97	0.06484134052
98	0.06339254609
99	0.06257026898
100	0.06205212153
101	0.06161369199
102	0.06104724311
103	0.0599549564
104	0.05926221681
105	0.05865725861
106	0.05804593431
107	0.05693896275
108	0.05628015818
109	0.0558774261
110	0.05562844032
111	0.054599182
112	0.05427904247
113	0.05409123026
114	0.05372876067
115	0.05362130964
116	0.05340714455
117	0.05327007294
118	0.05282188745
119	0.05237880837
120	0.05192912812
121	0.05145440043
122	0.05092046054
123	0.05032098251
124	0.05013898869
125	0.04973903769
126	0.04891535087
127	0.04868449795
128	0.04838439188
129	0.0477357514
130	0.04718685859
131	0.04672645259
132	0.04607396288
133	0.04573721265
134	0.04526118037
135	0.04493008555
136	0.04444313207
137	0.04395950839
138	0.04341965586
139	0.04295749217
140	0.04268921743
141	0.04251174125
142	0.0420033009
143	0.04176485272
144	0.04141857481
145	0.04117557994
146	0.04044888833
147	0.03988587977
148	0.03955467685
149	0.0393376498
150	0.03881634674
151	0.03846030757
152	0.03828797403
153	0.03818831424
154	0.03796184508
155	0.03780938885
156	0.03754041242
157	0.03705066858
158	0.03668332823
159	0.03655085947
160	0.03639122788
161	0.03589871727
162	0.03526013827
163	0.03503481043
164	0.03473406645
165	0.03465264222
166	0.03398551407
167	0.03360441073
168	0.0332009206
169	0.0328471357
170	0.03276710191
171	0.03251178703
172	0.03225284552
173	0.03203618137
174	0.03164368044
175	0.03144757553
176	0.03122462957
177	0.03089560191
178	0.03061684312
179	0.03054378306
180	0.03006280473
181	0.02986944576
182	0.02972449411
183	0.02956220321
184	0.02916070934
185	0.02903272781
186	0.02897511316
187	0.02882671397
188	0.02855384943
189	0.02812188901
190	0.02772081571
191	0.02757039157
192	0.02731842921
193	0.02711118524
194	0.02687072005
195	0.02666395599
196	0.02645591538
197	0.02625210365
198	0.02602228256
199	0.02581324233
200	0.0257033816
201	0.02543992607
202	0.02523883374
203	0.02510708346
204	0.02479198117
205	0.02459557034
206	0.02437539874
207	0.02431333613
208	0.02423085254
209	0.02414512907
210	0.02390680153
211	0.0237489437
212	0.02365856893
213	0.02352182408
214	0.02346361226
215	0.02334210248
216	0.02312862976
217	0.02282978543
218	0.02274577518
219	0.02258619804
220	0.02239307348
221	0.02228961179
222	0.02208337727
223	0.02193780954
224	0.02178569351
225	0.02172529534
226	0.02160452383
227	0.02150800433
228	0.02140031093
229	0.02116797467
230	0.02110552311
231	0.02104992571
232	0.02101151123
233	0.0208338326
234	0.02066644257
235	0.02046518653
236	0.02029153236
237	0.02014645735
238	0.0199958396
239	0.01987455699
240	0.0198121951
241	0.01976240968
242	0.01963830278
243	0.01955423267
244	0.01944832968
245	0.01938133182
246	0.01927862201
247	0.01924536075
248	0.01916289742
249	0.01903403732
250	0.01891162778
251	0.01875466466
252	0.01864934439
253	0.01858147632
254	0.01848061279
255	0.01838967262
256	0.01816311564
257	0.01799632721
258	0.01786298369
259	0.01775346833
260	0.01765810904
261	0.01759663859
262	0.01753547686
263	0.0174525888
264	0.01732300768
265	0.01719169753
266	0.01704717281
267	0.01695345265
268	0.01688217337
269	0.01678137802
270	0.01671917631
271	0.01659780718
272	0.01638072366
273	0.01625724442
274	0.01610545747
275	0.01599633731
276	0.01588134894
277	0.0158200546
278	0.01569564127
279	0.01561888595
280	0.01558276777
281	0.01556165479
282	0.01543427512
283	0.01537520339
284	0.01534467826
285	0.01526341963
286	0.01516314517
287	0.0150940245
288	0.01508116906
289	0.01504126052
290	0.01484576883
291	0.01469251532
292	0.01457895764
293	0.01449208099
294	0.01433317483
295	0.01422971798
296	0.01417949712
297	0.01410691834
298	0.01405835403
299	0.01401224808
300	0.01389364335
301	0.01382988992
302	0.01372560643
303	0.0136610435
304	0.01357835054
305	0.0135727225
306	0.01348129589
307	0.01338111216
308	0.01331984173
309	0.01328745237
310	0.01321716241
311	0.0130207476
312	0.01295481268
313	0.01290388833
314	0.01287253249
315	0.01274214317
316	0.01270600504
317	0.01262857242
318	0.01255520065
319	0.01246197226
320	0.01243756578
321	0.01239897832
322	0.01239285182
323	0.01234721938
324	0.01222668761
325	0.01214695993
326	0.01212239034
327	0.0120544458
328	0.01203508288
329	0.01197434348
330	0.01190122271
331	0.01181657528
332	0.01173701003
333	0.01169351757
334	0.01168910031
335	0.01165533353
336	0.01159494726
337	0.01150903724
338	0.01145777432
339	0.01139378984
340	0.01133329458
341	0.01132950307
342	0.01129519403
343	0.01117296377
344	0.01111038823
345	0.01107884642
346	0.01101082657
347	0.01094099847
348	0.01087718846
349	0.01081152053
350	0.01075623081
351	0.01072596302
352	0.01069448898
353	0.01067506828
354	0.01053718399
355	0.01048488709
356	0.01041786294
357	0.01039932793
358	0.01037499066
359	0.01031107996
360	0.01025360787
361	0.01022271937
362	0.0102194545
363	0.0101948043
364	0.01013810223
365	0.01013118891
366	0.01011892457
367	0.01011587125
368	0.01009933097
369	0.01003914409
370	0.01002169612
371	0.01000146954
372	0.009995336037
373	0.0099771237
374	0.009942826985
375	0.009843903947
376	0.009805718043
377	0.009770268146
378	0.009699101606
379	0.009662465041
380	0.009639344501
381	0.009614446984
382	0.009558020761
383	0.009519096656
384	0.009458550732
385	0.009426613524
386	0.00939748501
387	0.009369294799
388	0.009335489709
389	0.009299023974
390	0.00923748834
391	0.009214593762
392	0.009173645525
393	0.009165711702
394	0.009112543193
395	0.009077435052
396	0.009075820181
397	0.009045168636
398	0.00901321717
399	0.008990309635
400	0.008988049012
401	0.008986973942
402	0.008941420631
403	0.008908546737
404	0.008838206214
405	0.008802955906
406	0.008782128331
407	0.008777742152
408	0.008751251126
409	0.00873543894
410	0.008711992117
411	0.008678255484
